GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC07,HC02_VC07,HC03_VC07,HC04_VC07,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC21,HC02_VC21,HC03_VC21,HC04_VC21,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC24,HC02_VC24,HC03_VC24,HC04_VC24,HC01_VC25,HC02_VC25,HC03_VC25,HC04_VC25,HC01_VC26,HC02_VC26,HC03_VC26,HC04_VC26,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC30,HC02_VC30,HC03_VC30,HC04_VC30,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC40,HC02_VC40,HC03_VC40,HC04_VC40,HC01_VC42,HC02_VC42,HC03_VC42,HC04_VC42,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC46,HC02_VC46,HC03_VC46,HC04_VC46,HC01_VC47,HC02_VC47,HC03_VC47,HC04_VC47,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC04_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98
1400000US51013101701,51013101701,"Census Tract 1017.01, Arlington County, Virginia",3193,446,3193,(X),1804,348,56.5,5.6,1389,228,43.5,5.6,34,48,1.1,1.4,11,26,0.3,0.8,29,39,0.9,1.1,110,73,3.4,2.2,418,138,13.1,4.3,1751,378,54.8,8.3,240,130,7.5,3.7,338,99,10.6,3.1,63,54,2.0,1.7,94,61,2.9,1.9,94,62,2.9,1.9,11,19,0.3,0.6,0,12,0.0,1.1,28.6,1.9,(X),(X),3084,400,96.6,2.8,2988,409,93.6,3.7,176,86,5.5,2.6,105,65,3.3,2.0,3084,400,3084,(X),1749,331,56.7,5.9,1335,214,43.3,5.9,105,65,105,(X),94,62,89.5,19.2,11,19,10.5,19.2,3193,446,3193,(X),3052,449,95.6,3.0,141,95,4.4,3.0,3052,449,95.6,3.0,2136,378,66.9,8.0,377,176,11.8,5.6,0,12,0.0,1.1,0,12,0.0,1.1,0,12,0.0,1.1,0,12,0.0,1.1,0,12,0.0,1.1,492,265,15.4,7.3,96,110,3.0,3.4,32,37,1.0,1.1,143,169,4.5,5.1,23,37,0.7,1.1,11,19,0.3,0.6,23,49,0.7,1.5,164,166,5.1,4.9,0,12,0.0,1.1,0,12,0.0,1.1,0,12,0.0,1.1,0,12,0.0,1.1,0,12,0.0,1.1,47,38,1.5,1.2,141,95,4.4,3.0,42,55,1.3,1.7,13,23,0.4,0.7,42,52,1.3,1.6,6,11,0.2,0.4,3193,446,3193,(X),2271,385,71.1,8.0,425,181,13.3,5.8,19,26,0.6,0.8,534,261,16.7,7.1,0,12,0.0,1.1,85,61,2.7,1.9,3193,446,3193,(X),286,147,9.0,4.3,71,79,2.2,2.3,33,44,1.0,1.4,0,12,0.0,1.1,182,107,5.7,3.3,2907,421,91.0,4.3,1935,368,60.6,8.9,377,176,11.8,5.6,0,12,0.0,1.1,492,265,15.4,7.3,0,12,0.0,1.1,0,12,0.0,1.1,103,84,3.2,2.6,0,12,0.0,1.1,103,84,3.2,2.6,2212,100,(X),(X)
1400000US51013101702,51013101702,"Census Tract 1017.02, Arlington County, Virginia",4846,578,4846,(X),2454,390,50.6,5.4,2392,391,49.4,5.4,153,88,3.2,1.8,73,81,1.5,1.7,78,66,1.6,1.3,66,63,1.4,1.3,229,122,4.7,2.4,2225,486,45.9,7.8,805,308,16.6,5.9,500,184,10.3,3.9,278,78,5.7,1.5,141,93,2.9,1.9,101,84,2.1,1.8,141,79,2.9,1.7,56,63,1.2,1.3,32.5,1.2,(X),(X),4479,568,92.4,3.3,4476,568,92.4,3.3,317,66,6.5,1.6,298,58,6.1,1.4,4479,568,4479,(X),2276,365,50.8,5.6,2203,390,49.2,5.6,298,58,298,(X),119,59,39.9,16.0,179,48,60.1,16.0,4846,578,4846,(X),4773,587,98.5,1.7,73,82,1.5,1.7,4773,587,98.5,1.7,2947,419,60.8,7.9,261,227,5.4,4.6,0,12,0.0,0.7,0,12,0.0,0.7,0,12,0.0,0.7,0,12,0.0,0.7,0,12,0.0,0.7,1251,313,25.8,5.2,282,226,5.8,4.4,635,290,13.1,5.9,0,12,0.0,0.7,24,29,0.5,0.6,135,149,2.8,3.1,83,98,1.7,2.0,92,68,1.9,1.4,0,12,0.0,0.7,0,12,0.0,0.7,0,12,0.0,0.7,0,12,0.0,0.7,0,12,0.0,0.7,314,249,6.5,4.9,73,82,1.5,1.7,0,12,0.0,0.7,0,12,0.0,0.7,44,71,0.9,1.5,0,12,0.0,0.7,4846,578,4846,(X),3020,418,62.3,8.0,282,225,5.8,4.6,0,12,0.0,0.7,1303,321,26.9,5.4,0,12,0.0,0.7,343,257,7.1,5.1,4846,578,4846,(X),692,351,14.3,6.6,325,218,6.7,4.3,0,12,0.0,0.7,21,34,0.4,0.7,346,218,7.1,4.3,4154,510,85.7,6.6,2599,351,53.6,7.3,237,223,4.9,4.5,0,12,0.0,0.7,1251,313,25.8,5.2,0,12,0.0,0.7,15,23,0.3,0.5,52,72,1.1,1.5,0,12,0.0,0.7,52,72,1.1,1.5,3352,260,(X),(X)
1400000US51013101703,51013101703,"Census Tract 1017.03, Arlington County, Virginia",2176,227,2176,(X),1227,200,56.4,6.8,949,174,43.6,6.8,68,101,3.1,4.6,0,12,0.0,1.6,0,12,0.0,1.6,86,68,4.0,3.0,253,166,11.6,7.5,862,214,39.6,9.0,394,127,18.1,6.1,209,126,9.6,5.8,65,80,3.0,3.6,39,43,1.8,2.0,143,73,6.6,3.4,57,68,2.6,3.1,0,12,0.0,1.6,33.5,2.5,(X),(X),2022,210,92.9,5.4,2022,210,92.9,5.4,200,62,9.2,2.8,200,62,9.2,2.8,2022,210,2022,(X),1172,193,58.0,7.0,850,162,42.0,7.0,200,62,200,(X),124,46,62.0,19.2,76,49,38.0,19.2,2176,227,2176,(X),2095,269,96.3,3.4,81,70,3.7,3.4,2095,269,96.3,3.4,1760,274,80.9,10.7,14,24,0.6,1.1,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,321,243,14.8,10.5,24,28,1.1,1.3,39,41,1.8,1.9,0,12,0.0,1.6,0,12,0.0,1.6,38,54,1.7,2.4,19,37,0.9,1.7,201,213,9.2,9.5,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,81,70,3.7,3.4,22,36,1.0,1.7,0,12,0.0,1.6,19,33,0.9,1.5,0,12,0.0,1.6,2176,227,2176,(X),1801,259,82.8,10.4,76,67,3.5,3.2,0,12,0.0,1.6,380,244,17.5,10.7,0,12,0.0,1.6,0,12,0.0,1.6,2176,227,2176,(X),52,58,2.4,2.8,38,56,1.7,2.6,0,12,0.0,1.6,7,13,0.3,0.6,7,14,0.3,0.6,2124,251,97.6,2.8,1708,287,78.5,10.7,14,24,0.6,1.1,0,12,0.0,1.6,321,243,14.8,10.5,0,12,0.0,1.6,0,12,0.0,1.6,81,70,3.7,3.4,0,12,0.0,1.6,81,70,3.7,3.4,1361,134,(X),(X)
1400000US51013101801,51013101801,"Census Tract 1018.01, Arlington County, Virginia",2132,467,2132,(X),1062,248,49.8,5.9,1070,283,50.2,5.9,148,94,6.9,3.7,25,25,1.2,1.1,0,12,0.0,1.6,0,12,0.0,1.6,113,96,5.3,4.2,1035,318,48.5,9.0,410,161,19.2,5.9,97,68,4.5,3.3,82,59,3.8,2.8,65,41,3.0,2.0,93,60,4.4,2.8,64,54,3.0,2.6,0,12,0.0,1.6,32.9,1.7,(X),(X),1959,417,91.9,4.0,1952,415,91.6,4.2,181,70,8.5,3.4,157,71,7.4,3.4,1959,417,1959,(X),993,232,50.7,6.2,966,251,49.3,6.2,157,71,157,(X),46,35,29.3,19.1,111,61,70.7,19.1,2132,467,2132,(X),2078,448,97.5,3.2,54,73,2.5,3.2,2078,448,97.5,3.2,1658,387,77.8,9.7,58,72,2.7,3.4,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,326,209,15.3,8.9,8,14,0.4,0.6,70,76,3.3,3.4,0,12,0.0,1.6,93,105,4.4,4.6,138,149,6.5,6.7,17,28,0.8,1.3,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,36,35,1.7,1.6,54,73,2.5,3.2,18,25,0.8,1.1,0,12,0.0,1.6,36,59,1.7,2.6,0,12,0.0,1.6,2132,467,2132,(X),1712,406,80.3,9.4,76,75,3.6,3.5,0,12,0.0,1.6,362,220,17.0,9.1,0,12,0.0,1.6,36,35,1.7,1.6,2132,467,2132,(X),67,69,3.1,3.1,24,35,1.1,1.6,0,12,0.0,1.6,0,12,0.0,1.6,43,52,2.0,2.4,2065,455,96.9,3.1,1603,376,75.2,9.5,58,72,2.7,3.4,0,12,0.0,1.6,326,209,15.3,8.9,0,12,0.0,1.6,24,28,1.1,1.3,54,73,2.5,3.2,0,12,0.0,1.6,54,73,2.5,3.2,1719,45,(X),(X)
1400000US51013101802,51013101802,"Census Tract 1018.02, Arlington County, Virginia",5614,596,5614,(X),2933,426,52.2,5.5,2681,436,47.8,5.5,371,142,6.6,2.1,71,93,1.3,1.6,65,80,1.2,1.4,32,51,0.6,0.9,392,197,7.0,3.4,2686,339,47.8,5.3,1113,196,19.8,3.2,441,156,7.9,2.9,214,175,3.8,3.0,99,86,1.8,1.5,79,71,1.4,1.2,19,22,0.3,0.4,32,27,0.6,0.5,32.0,1.1,(X),(X),5095,474,90.8,2.8,5075,468,90.4,3.0,173,93,3.1,1.5,130,90,2.3,1.5,5095,474,5095,(X),2602,366,51.1,5.7,2493,385,48.9,5.7,130,90,130,(X),71,56,54.6,22.1,59,48,45.4,22.1,5614,596,5614,(X),5427,575,96.7,2.4,187,138,3.3,2.4,5427,575,96.7,2.4,4058,488,72.3,5.7,426,256,7.6,4.3,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,771,263,13.7,4.7,281,168,5.0,3.1,12,21,0.2,0.4,19,31,0.3,0.6,41,81,0.7,1.4,12,21,0.2,0.4,54,55,1.0,1.0,352,276,6.3,4.8,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,172,169,3.1,2.9,187,138,3.3,2.4,0,17,0.0,0.6,0,17,0.0,0.6,172,134,3.1,2.3,0,17,0.0,0.6,5614,596,5614,(X),4230,539,75.3,6.2,441,257,7.9,4.3,0,17,0.0,0.6,958,263,17.1,4.5,0,17,0.0,0.6,172,169,3.1,2.9,5614,596,5614,(X),601,315,10.7,5.0,192,189,3.4,3.3,0,17,0.0,0.6,0,17,0.0,0.6,409,269,7.3,4.5,5013,464,89.3,5.0,3627,386,64.6,6.4,426,256,7.6,4.3,0,17,0.0,0.6,758,263,13.5,4.7,0,17,0.0,0.6,15,26,0.3,0.5,187,138,3.3,2.4,0,17,0.0,0.6,187,138,3.3,2.4,3601,75,(X),(X)
1400000US51013101803,51013101803,"Census Tract 1018.03, Arlington County, Virginia",4226,425,4226,(X),2022,311,47.8,5.9,2204,348,52.2,5.9,129,87,3.1,2.1,128,67,3.0,1.5,152,81,3.6,1.8,65,70,1.5,1.7,591,212,14.0,4.7,1830,386,43.3,6.5,294,132,7.0,3.2,418,177,9.9,4.2,273,106,6.5,2.6,109,100,2.6,2.5,102,57,2.4,1.4,123,62,2.9,1.5,12,20,0.3,0.5,29.8,1.6,(X),(X),3817,393,90.3,2.6,3752,398,88.8,3.0,296,90,7.0,2.3,237,70,5.6,1.7,3817,393,3817,(X),1729,291,45.3,6.2,2088,329,54.7,6.2,237,70,237,(X),98,61,41.4,17.2,139,44,58.6,17.2,4226,425,4226,(X),4009,435,94.9,4.0,217,170,5.1,4.0,4009,435,94.9,4.0,2922,419,69.1,7.5,565,324,13.4,7.5,18,30,0.4,0.7,0,12,0.0,0.8,18,30,0.4,0.7,0,12,0.0,0.8,0,12,0.0,0.8,427,188,10.1,4.4,0,12,0.0,0.8,107,93,2.5,2.2,0,12,0.0,0.8,0,12,0.0,0.8,32,36,0.8,0.9,0,12,0.0,0.8,288,197,6.8,4.6,0,12,0.0,0.8,0,12,0.0,0.8,0,12,0.0,0.8,0,12,0.0,0.8,0,12,0.0,0.8,77,75,1.8,1.8,217,170,5.1,4.0,0,12,0.0,0.8,0,12,0.0,0.8,75,79,1.8,1.9,0,12,0.0,0.8,4226,425,4226,(X),3139,415,74.3,6.9,580,324,13.7,7.5,33,40,0.8,1.0,502,194,11.9,4.6,0,12,0.0,0.8,204,170,4.8,4.0,4226,425,4226,(X),366,144,8.7,3.4,67,51,1.6,1.2,0,12,0.0,0.8,0,12,0.0,0.8,299,141,7.1,3.3,3860,427,91.3,3.4,2729,430,64.6,7.4,565,324,13.4,7.5,18,30,0.4,0.7,427,188,10.1,4.4,0,12,0.0,0.8,31,52,0.7,1.2,90,82,2.1,2.0,0,12,0.0,0.8,90,82,2.1,2.0,2157,93,(X),(X)
1400000US51013101900,51013101900,"Census Tract 1019, Arlington County, Virginia",2894,227,2894,(X),1288,158,44.5,4.9,1606,207,55.5,4.9,238,62,8.2,2.3,240,100,8.3,3.1,74,56,2.6,1.8,96,58,3.3,1.9,97,65,3.4,2.3,618,212,21.4,6.8,461,101,15.9,3.4,418,86,14.4,3.3,173,70,6.0,2.5,215,70,7.4,2.4,188,44,6.5,1.6,32,22,1.1,0.8,44,41,1.5,1.4,35.8,3.8,(X),(X),2253,166,77.9,3.9,2246,163,77.6,4.0,417,72,14.4,2.5,264,51,9.1,1.8,2253,166,2253,(X),1010,146,44.8,6.2,1243,181,55.2,6.2,264,51,264,(X),105,34,39.8,10.2,159,40,60.2,10.2,2894,227,2894,(X),2840,228,98.1,1.7,54,51,1.9,1.7,2840,228,98.1,1.7,2722,233,94.1,3.4,55,63,1.9,2.1,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,58,50,2.0,1.7,12,20,0.4,0.7,0,12,0.0,1.2,38,44,1.3,1.5,0,12,0.0,1.2,0,12,0.0,1.2,8,13,0.3,0.4,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,5,10,0.2,0.3,54,51,1.9,1.7,15,29,0.5,1.0,0,12,0.0,1.2,37,41,1.3,1.4,0,12,0.0,1.2,2894,227,2894,(X),2776,231,95.9,2.9,70,66,2.4,2.2,0,12,0.0,1.2,95,69,3.3,2.4,0,12,0.0,1.2,7,15,0.2,0.5,2894,227,2894,(X),128,104,4.4,3.5,12,22,0.4,0.8,0,12,0.0,1.2,4,8,0.1,0.3,112,108,3.9,3.6,2766,208,95.6,3.5,2598,214,89.8,4.5,55,63,1.9,2.1,0,12,0.0,1.2,58,50,2.0,1.7,0,12,0.0,1.2,3,5,0.1,0.2,52,51,1.8,1.7,0,12,0.0,1.2,52,51,1.8,1.7,1159,30,(X),(X)
1400000US51013102001,51013102001,"Census Tract 1020.01, Arlington County, Virginia",2186,341,2186,(X),950,184,43.5,5.6,1236,238,56.5,5.6,148,56,6.8,2.7,9,16,0.4,0.7,0,12,0.0,1.6,128,49,5.9,2.4,175,115,8.0,5.3,926,357,42.4,11.5,364,145,16.7,6.7,129,63,5.9,2.9,23,29,1.1,1.3,119,75,5.4,3.7,47,40,2.2,1.8,96,40,4.4,1.9,22,26,1.0,1.2,33.2,1.4,(X),(X),1973,328,90.3,2.2,1851,347,84.7,4.8,256,81,11.7,4.3,165,50,7.5,2.3,1973,328,1973,(X),875,166,44.3,5.5,1098,227,55.7,5.5,165,50,165,(X),77,51,46.7,25.9,88,48,53.3,25.9,2186,341,2186,(X),2186,341,100.0,1.6,0,12,0.0,1.6,2186,341,100.0,1.6,1280,363,58.6,18.2,64,58,2.9,2.7,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,171,121,7.8,5.4,9,15,0.4,0.7,68,67,3.1,3.0,42,66,1.9,3.1,0,12,0.0,1.6,14,25,0.6,1.1,0,12,0.0,1.6,38,78,1.7,3.5,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,671,408,30.7,16.1,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,2186,341,2186,(X),1280,363,58.6,18.2,64,58,2.9,2.7,0,12,0.0,1.6,171,121,7.8,5.4,0,12,0.0,1.6,671,408,30.7,16.1,2186,341,2186,(X),1006,368,46.0,12.5,290,259,13.3,12.0,22,33,1.0,1.5,23,37,1.1,1.6,671,394,30.7,15.3,1180,245,54.0,12.5,931,280,42.6,14.0,64,58,2.9,2.7,0,12,0.0,1.6,171,121,7.8,5.4,0,12,0.0,1.6,14,24,0.6,1.1,0,12,0.0,1.6,0,12,0.0,1.6,0,12,0.0,1.6,1097,92,(X),(X)
1400000US51013102002,51013102002,"Census Tract 1020.02, Arlington County, Virginia",1556,320,1556,(X),869,196,55.8,7.6,687,199,44.2,7.6,8,17,0.5,1.1,65,71,4.2,4.1,153,96,9.8,5.1,25,36,1.6,2.3,401,181,25.8,9.4,357,144,22.9,9.3,267,71,17.2,4.5,69,59,4.4,4.0,56,55,3.6,3.4,5,9,0.3,0.6,116,65,7.5,4.0,34,16,2.2,1.1,0,12,0.0,2.2,29.2,4.0,(X),(X),1314,236,84.4,8.2,1285,237,82.6,7.9,155,65,10.0,4.0,150,65,9.6,4.0,1314,236,1314,(X),771,181,58.7,8.7,543,150,41.3,8.7,150,65,150,(X),73,56,48.7,31.4,77,55,51.3,31.4,1556,320,1556,(X),1509,345,97.0,4.1,47,58,3.0,4.1,1509,345,97.0,4.1,1128,350,72.5,12.8,118,74,7.6,4.9,0,12,0.0,2.2,0,12,0.0,2.2,0,12,0.0,2.2,0,12,0.0,2.2,0,12,0.0,2.2,123,59,7.9,4.3,62,32,4.0,2.3,9,16,0.6,1.0,20,41,1.3,2.7,0,12,0.0,2.2,0,12,0.0,2.2,32,28,2.1,1.8,0,12,0.0,2.2,4,11,0.3,0.7,4,11,0.3,0.7,0,12,0.0,2.2,0,12,0.0,2.2,0,12,0.0,2.2,136,141,8.7,8.7,47,58,3.0,4.1,7,12,0.4,0.8,0,12,0.0,2.2,0,12,0.0,2.2,0,12,0.0,2.2,1556,320,1556,(X),1157,327,74.4,11.5,125,74,8.0,5.0,0,12,0.0,2.2,156,77,10.0,5.9,26,63,1.7,4.3,154,144,9.9,9.0,1556,320,1556,(X),474,397,30.5,22.2,25,29,1.6,1.9,15,23,1.0,1.5,0,12,0.0,2.2,434,402,27.9,22.8,1082,298,69.5,22.2,768,242,49.4,16.0,118,74,7.6,4.9,0,12,0.0,2.2,123,59,7.9,4.3,4,11,0.3,0.7,22,43,1.4,2.8,47,58,3.0,4.1,18,26,1.2,1.7,29,57,1.9,3.8,621,77,(X),(X)
1400000US51013102003,51013102003,"Census Tract 1020.03, Arlington County, Virginia",3778,480,3778,(X),1809,323,47.9,4.7,1969,266,52.1,4.7,95,82,2.5,2.1,177,102,4.7,2.7,80,66,2.1,1.8,143,98,3.8,2.5,452,182,12.0,4.5,932,289,24.7,6.5,419,233,11.1,5.9,494,168,13.1,4.6,247,135,6.5,3.3,105,128,2.8,3.4,282,113,7.5,3.0,161,78,4.3,2.1,191,101,5.1,2.7,35.2,5.8,(X),(X),3348,458,88.6,4.1,3194,434,84.5,5.1,722,197,19.1,5.4,634,168,16.8,4.5,3348,458,3348,(X),1595,315,47.6,5.0,1753,239,52.4,5.0,634,168,634,(X),287,113,45.3,12.5,347,116,54.7,12.5,3778,480,3778,(X),3669,473,97.1,2.1,109,78,2.9,2.1,3669,473,97.1,2.1,2338,405,61.9,8.3,399,132,10.6,3.4,16,24,0.4,0.6,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,376,124,10.0,3.2,11,20,0.3,0.5,0,12,0.0,0.9,0,12,0.0,0.9,16,29,0.4,0.8,0,12,0.0,0.9,124,150,3.3,3.9,225,138,6.0,3.7,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,540,307,14.3,7.5,109,78,2.9,2.1,0,12,0.0,0.9,46,56,1.2,1.5,55,60,1.5,1.6,0,12,0.0,0.9,3778,480,3778,(X),2447,426,64.8,8.7,399,132,10.6,3.4,62,62,1.6,1.6,431,149,11.4,3.9,8,14,0.2,0.4,548,309,14.5,7.5,3778,480,3778,(X),992,362,26.3,7.7,24,36,0.6,1.0,11,19,0.3,0.5,41,67,1.1,1.8,916,385,24.2,8.5,2786,350,73.7,7.7,1886,329,49.9,8.0,399,132,10.6,3.4,16,24,0.4,0.6,376,124,10.0,3.2,0,12,0.0,0.9,0,12,0.0,0.9,109,78,2.9,2.1,0,12,0.0,0.9,109,78,2.9,2.1,2047,190,(X),(X)
1400000US51013102100,51013102100,"Census Tract 1021, Arlington County, Virginia",2531,232,2531,(X),1029,141,40.7,4.6,1502,192,59.3,4.6,149,54,5.9,2.3,109,58,4.3,2.2,56,37,2.2,1.5,66,43,2.6,1.6,253,133,10.0,4.9,408,153,16.1,5.6,258,87,10.2,3.3,312,90,12.3,3.3,179,73,7.1,3.0,227,60,9.0,2.5,283,84,11.2,3.3,145,70,5.7,2.8,86,60,3.4,2.4,43.2,8.7,(X),(X),2182,234,86.2,3.7,2109,224,83.3,4.2,592,94,23.4,3.9,514,81,20.3,3.3,2182,234,2182,(X),861,137,39.5,5.0,1321,184,60.5,5.0,514,81,514,(X),174,57,33.9,10.9,340,85,66.1,10.9,2531,232,2531,(X),2363,219,93.4,4.7,168,123,6.6,4.7,2363,219,93.4,4.7,1777,229,70.2,6.3,68,53,2.7,2.1,11,24,0.4,1.0,11,24,0.4,1.0,0,12,0.0,1.4,0,12,0.0,1.4,0,12,0.0,1.4,464,114,18.3,4.6,92,90,3.6,3.7,32,32,1.3,1.3,90,72,3.6,2.9,0,12,0.0,1.4,31,33,1.2,1.3,127,61,5.0,2.5,92,134,3.6,5.2,0,12,0.0,1.4,0,12,0.0,1.4,0,12,0.0,1.4,0,12,0.0,1.4,0,12,0.0,1.4,43,54,1.7,2.1,168,123,6.6,4.7,28,32,1.1,1.3,72,116,2.8,4.5,25,32,1.0,1.3,31,44,1.2,1.8,2531,232,2531,(X),1910,243,75.5,5.2,131,75,5.2,3.0,114,124,4.5,4.8,489,113,19.3,4.5,0,12,0.0,1.4,55,57,2.2,2.3,2531,232,2531,(X),481,235,19.0,8.5,12,13,0.5,0.5,9,16,0.4,0.6,28,40,1.1,1.6,432,238,17.1,8.6,2050,234,81.0,8.5,1413,213,55.8,7.7,68,53,2.7,2.1,11,24,0.4,1.0,464,114,18.3,4.6,0,12,0.0,1.4,7,12,0.3,0.5,87,67,3.4,2.6,12,15,0.5,0.6,75,66,3.0,2.6,940,36,(X),(X)
